area,year,average_rain_fall_mm_per_year,avg_temp,pesticide_tonnes,item_y,yield_hg/ha
Brazil,1998,1761.0,18.49,118930.56,Sweet potatoes,103928
Brazil,1998,1761.0,18.49,118930.56,Wheat,16111
Brazil,1998,1761.0,18.49,118930.56,Yams,91823
Brazil,1998,1761.0,26.63,118930.56,Cassava,123522
Brazil,1998,1761.0,26.63,118930.56,Maize,27964
Brazil,1998,1761.0,26.63,118930.56,Potatoes,156439
Brazil,1998,1761.0,26.63,118930.56,"Rice, paddy",25198
Brazil,1998,1761.0,26.63,118930.56,Sorghum,17768
Brazil,1998,1761.0,26.63,118930.56,Soybeans,23533
Brazil,1998,1761.0,26.63,118930.56,Sweet potatoes,103928
Brazil,1998,1761.0,26.63,118930.56,Wheat,16111
Brazil,1998,1761.0,26.63,118930.56,Yams,91823
Brazil,1998,1761.0,24.78,118930.56,Cassava,123522
Brazil,1998,1761.0,24.78,118930.56,Maize,27964
Brazil,1998,1761.0,24.78,118930.56,Potatoes,156439
Brazil,1998,1761.0,24.78,118930.56,"Rice, paddy",25198
Brazil,1998,1761.0,24.78,118930.56,Sorghum,17768
Brazil,1998,1761.0,24.78,118930.56,Soybeans,23533
Brazil,1998,1761.0,24.78,118930.56,Sweet potatoes,103928
Brazil,1998,1761.0,24.78,118930.56,Wheat,16111
Brazil,1998,1761.0,24.78,118930.56,Yams,91823
Brazil,1998,1761.0,26.08,118930.56,Cassava,123522
Brazil,1998,1761.0,26.08,118930.56,Maize,27964
Brazil,1998,1761.0,26.08,118930.56,Potatoes,156439
Brazil,1998,1761.0,26.08,118930.56,"Rice, paddy",25198
Brazil,1998,1761.0,26.08,118930.56,Sorghum,17768
Brazil,1998,1761.0,26.08,118930.56,Soybeans,23533
Brazil,1998,1761.0,26.08,118930.56,Sweet potatoes,103928
Brazil,1998,1761.0,26.08,118930.56,Wheat,16111
Brazil,1998,1761.0,26.08,118930.56,Yams,91823
Brazil,1999,1761.0,21.59,127585.0,Cassava,132795
Brazil,1999,1761.0,21.59,127585.0,Maize,27765
Brazil,1999,1761.0,21.59,127585.0,Potatoes,164604
Brazil,1999,1761.0,21.59,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,21.59,127585.0,Sorghum,15711
Brazil,1999,1761.0,21.59,127585.0,Soybeans,23724
Brazil,1999,1761.0,21.59,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,21.59,127585.0,Wheat,19699
Brazil,1999,1761.0,21.59,127585.0,Yams,92000
Brazil,1999,1761.0,20.04,127585.0,Cassava,132795
Brazil,1999,1761.0,20.04,127585.0,Maize,27765
Brazil,1999,1761.0,20.04,127585.0,Potatoes,164604
Brazil,1999,1761.0,20.04,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,20.04,127585.0,Sorghum,15711
Brazil,1999,1761.0,20.04,127585.0,Soybeans,23724
Brazil,1999,1761.0,20.04,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,20.04,127585.0,Wheat,19699
Brazil,1999,1761.0,20.04,127585.0,Yams,92000
Brazil,1999,1761.0,17.66,127585.0,Cassava,132795
Brazil,1999,1761.0,17.66,127585.0,Maize,27765
Brazil,1999,1761.0,17.66,127585.0,Potatoes,164604
Brazil,1999,1761.0,17.66,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,17.66,127585.0,Sorghum,15711
Brazil,1999,1761.0,17.66,127585.0,Soybeans,23724
Brazil,1999,1761.0,17.66,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,17.66,127585.0,Wheat,19699
Brazil,1999,1761.0,17.66,127585.0,Yams,92000
Brazil,1999,1761.0,17.66,127585.0,Cassava,132795
Brazil,1999,1761.0,17.66,127585.0,Maize,27765
Brazil,1999,1761.0,17.66,127585.0,Potatoes,164604
Brazil,1999,1761.0,17.66,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,17.66,127585.0,Sorghum,15711
Brazil,1999,1761.0,17.66,127585.0,Soybeans,23724
Brazil,1999,1761.0,17.66,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,17.66,127585.0,Wheat,19699
Brazil,1999,1761.0,17.66,127585.0,Yams,92000
Brazil,1999,1761.0,27.64,127585.0,Cassava,132795
Brazil,1999,1761.0,27.64,127585.0,Maize,27765
Brazil,1999,1761.0,27.64,127585.0,Potatoes,164604
Brazil,1999,1761.0,27.64,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,27.64,127585.0,Sorghum,15711
Brazil,1999,1761.0,27.64,127585.0,Soybeans,23724
Brazil,1999,1761.0,27.64,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,27.64,127585.0,Wheat,19699
Brazil,1999,1761.0,27.64,127585.0,Yams,92000
Brazil,1999,1761.0,20.04,127585.0,Cassava,132795
Brazil,1999,1761.0,20.04,127585.0,Maize,27765
Brazil,1999,1761.0,20.04,127585.0,Potatoes,164604
Brazil,1999,1761.0,20.04,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,20.04,127585.0,Sorghum,15711
Brazil,1999,1761.0,20.04,127585.0,Soybeans,23724
Brazil,1999,1761.0,20.04,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,20.04,127585.0,Wheat,19699
Brazil,1999,1761.0,20.04,127585.0,Yams,92000
Brazil,1999,1761.0,26.66,127585.0,Cassava,132795
Brazil,1999,1761.0,26.66,127585.0,Maize,27765
Brazil,1999,1761.0,26.66,127585.0,Potatoes,164604
Brazil,1999,1761.0,26.66,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,26.66,127585.0,Sorghum,15711
Brazil,1999,1761.0,26.66,127585.0,Soybeans,23724
Brazil,1999,1761.0,26.66,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,26.66,127585.0,Wheat,19699
Brazil,1999,1761.0,26.66,127585.0,Yams,92000
Brazil,1999,1761.0,18.39,127585.0,Cassava,132795
Brazil,1999,1761.0,18.39,127585.0,Maize,27765
Brazil,1999,1761.0,18.39,127585.0,Potatoes,164604
Brazil,1999,1761.0,18.39,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,18.39,127585.0,Sorghum,15711
Brazil,1999,1761.0,18.39,127585.0,Soybeans,23724
Brazil,1999,1761.0,18.39,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,18.39,127585.0,Wheat,19699
Brazil,1999,1761.0,18.39,127585.0,Yams,92000
Brazil,1999,1761.0,25.88,127585.0,Cassava,132795
Brazil,1999,1761.0,25.88,127585.0,Maize,27765
Brazil,1999,1761.0,25.88,127585.0,Potatoes,164604
Brazil,1999,1761.0,25.88,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,25.88,127585.0,Sorghum,15711
Brazil,1999,1761.0,25.88,127585.0,Soybeans,23724
Brazil,1999,1761.0,25.88,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,25.88,127585.0,Wheat,19699
Brazil,1999,1761.0,25.88,127585.0,Yams,92000
Brazil,1999,1761.0,24.01,127585.0,Cassava,132795
Brazil,1999,1761.0,24.01,127585.0,Maize,27765
Brazil,1999,1761.0,24.01,127585.0,Potatoes,164604
Brazil,1999,1761.0,24.01,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,24.01,127585.0,Sorghum,15711
Brazil,1999,1761.0,24.01,127585.0,Soybeans,23724
Brazil,1999,1761.0,24.01,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,24.01,127585.0,Wheat,19699
Brazil,1999,1761.0,24.01,127585.0,Yams,92000
Brazil,1999,1761.0,25.32,127585.0,Cassava,132795
Brazil,1999,1761.0,25.32,127585.0,Maize,27765
Brazil,1999,1761.0,25.32,127585.0,Potatoes,164604
Brazil,1999,1761.0,25.32,127585.0,"Rice, paddy",30708
Brazil,1999,1761.0,25.32,127585.0,Sorghum,15711
Brazil,1999,1761.0,25.32,127585.0,Soybeans,23724
Brazil,1999,1761.0,25.32,127585.0,Sweet potatoes,109463
Brazil,1999,1761.0,25.32,127585.0,Wheat,19699
Brazil,1999,1761.0,25.32,127585.0,Yams,92000
Brazil,2000,1761.0,21.69,140423.0,Cassava,134815
Brazil,2000,1761.0,21.69,140423.0,Maize,27182
Brazil,2000,1761.0,21.69,140423.0,Potatoes,171813
Brazil,2000,1761.0,21.69,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,21.69,140423.0,Sorghum,15013
Brazil,2000,1761.0,21.69,140423.0,Soybeans,24033
Brazil,2000,1761.0,21.69,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,21.69,140423.0,Wheat,15156
Brazil,2000,1761.0,21.69,140423.0,Yams,91522
Brazil,2000,1761.0,20.32,140423.0,Cassava,134815
Brazil,2000,1761.0,20.32,140423.0,Maize,27182
Brazil,2000,1761.0,20.32,140423.0,Potatoes,171813
Brazil,2000,1761.0,20.32,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,20.32,140423.0,Sorghum,15013
Brazil,2000,1761.0,20.32,140423.0,Soybeans,24033
Brazil,2000,1761.0,20.32,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,20.32,140423.0,Wheat,15156
Brazil,2000,1761.0,20.32,140423.0,Yams,91522
Brazil,2000,1761.0,18.01,140423.0,Cassava,134815
Brazil,2000,1761.0,18.01,140423.0,Maize,27182
Brazil,2000,1761.0,18.01,140423.0,Potatoes,171813
Brazil,2000,1761.0,18.01,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,18.01,140423.0,Sorghum,15013
Brazil,2000,1761.0,18.01,140423.0,Soybeans,24033
Brazil,2000,1761.0,18.01,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,18.01,140423.0,Wheat,15156
Brazil,2000,1761.0,18.01,140423.0,Yams,91522
Brazil,2000,1761.0,18.01,140423.0,Cassava,134815
Brazil,2000,1761.0,18.01,140423.0,Maize,27182
Brazil,2000,1761.0,18.01,140423.0,Potatoes,171813
Brazil,2000,1761.0,18.01,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,18.01,140423.0,Sorghum,15013
Brazil,2000,1761.0,18.01,140423.0,Soybeans,24033
Brazil,2000,1761.0,18.01,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,18.01,140423.0,Wheat,15156
Brazil,2000,1761.0,18.01,140423.0,Yams,91522
Brazil,2000,1761.0,27.5,140423.0,Cassava,134815
Brazil,2000,1761.0,27.5,140423.0,Maize,27182
Brazil,2000,1761.0,27.5,140423.0,Potatoes,171813
Brazil,2000,1761.0,27.5,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,27.5,140423.0,Sorghum,15013
Brazil,2000,1761.0,27.5,140423.0,Soybeans,24033
Brazil,2000,1761.0,27.5,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,27.5,140423.0,Wheat,15156
Brazil,2000,1761.0,27.5,140423.0,Yams,91522
Brazil,2000,1761.0,20.32,140423.0,Cassava,134815
Brazil,2000,1761.0,20.32,140423.0,Maize,27182
Brazil,2000,1761.0,20.32,140423.0,Potatoes,171813
Brazil,2000,1761.0,20.32,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,20.32,140423.0,Sorghum,15013
Brazil,2000,1761.0,20.32,140423.0,Soybeans,24033
Brazil,2000,1761.0,20.32,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,20.32,140423.0,Wheat,15156
Brazil,2000,1761.0,20.32,140423.0,Yams,91522
Brazil,2000,1761.0,26.82,140423.0,Cassava,134815
Brazil,2000,1761.0,26.82,140423.0,Maize,27182
Brazil,2000,1761.0,26.82,140423.0,Potatoes,171813
Brazil,2000,1761.0,26.82,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,26.82,140423.0,Sorghum,15013
Brazil,2000,1761.0,26.82,140423.0,Soybeans,24033
Brazil,2000,1761.0,26.82,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,26.82,140423.0,Wheat,15156
Brazil,2000,1761.0,26.82,140423.0,Yams,91522
Brazil,2000,1761.0,18.65,140423.0,Cassava,134815
Brazil,2000,1761.0,18.65,140423.0,Maize,27182
Brazil,2000,1761.0,18.65,140423.0,Potatoes,171813
Brazil,2000,1761.0,18.65,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,18.65,140423.0,Sorghum,15013
Brazil,2000,1761.0,18.65,140423.0,Soybeans,24033
Brazil,2000,1761.0,18.65,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,18.65,140423.0,Wheat,15156
Brazil,2000,1761.0,18.65,140423.0,Yams,91522
Brazil,2000,1761.0,25.71,140423.0,Cassava,134815
Brazil,2000,1761.0,25.71,140423.0,Maize,27182
Brazil,2000,1761.0,25.71,140423.0,Potatoes,171813
Brazil,2000,1761.0,25.71,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,25.71,140423.0,Sorghum,15013
Brazil,2000,1761.0,25.71,140423.0,Soybeans,24033
Brazil,2000,1761.0,25.71,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,25.71,140423.0,Wheat,15156
Brazil,2000,1761.0,25.71,140423.0,Yams,91522
Brazil,2000,1761.0,24.36,140423.0,Cassava,134815
Brazil,2000,1761.0,24.36,140423.0,Maize,27182
Brazil,2000,1761.0,24.36,140423.0,Potatoes,171813
Brazil,2000,1761.0,24.36,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,24.36,140423.0,Sorghum,15013
Brazil,2000,1761.0,24.36,140423.0,Soybeans,24033
Brazil,2000,1761.0,24.36,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,24.36,140423.0,Wheat,15156
Brazil,2000,1761.0,24.36,140423.0,Yams,91522
Brazil,2000,1761.0,25.35,140423.0,Cassava,134815
Brazil,2000,1761.0,25.35,140423.0,Maize,27182
Brazil,2000,1761.0,25.35,140423.0,Potatoes,171813
Brazil,2000,1761.0,25.35,140423.0,"Rice, paddy",30382
Brazil,2000,1761.0,25.35,140423.0,Sorghum,15013
Brazil,2000,1761.0,25.35,140423.0,Soybeans,24033
Brazil,2000,1761.0,25.35,140423.0,Sweet potatoes,110351
Brazil,2000,1761.0,25.35,140423.0,Wheat,15156
Brazil,2000,1761.0,25.35,140423.0,Yams,91522
Brazil,2001,1761.0,22.14,151523.0,Cassava,135418
Brazil,2001,1761.0,22.14,151523.0,Maize,34019
Brazil,2001,1761.0,22.14,151523.0,Potatoes,184997
Brazil,2001,1761.0,22.14,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,22.14,151523.0,Sorghum,18654
Brazil,2001,1761.0,22.14,151523.0,Soybeans,27105
Brazil,2001,1761.0,22.14,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,22.14,151523.0,Wheat,19488
Brazil,2001,1761.0,22.14,151523.0,Yams,90385
Brazil,2001,1761.0,20.96,151523.0,Cassava,135418
Brazil,2001,1761.0,20.96,151523.0,Maize,34019
Brazil,2001,1761.0,20.96,151523.0,Potatoes,184997
Brazil,2001,1761.0,20.96,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,20.96,151523.0,Sorghum,18654
Brazil,2001,1761.0,20.96,151523.0,Soybeans,27105
Brazil,2001,1761.0,20.96,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,20.96,151523.0,Wheat,19488
Brazil,2001,1761.0,20.96,151523.0,Yams,90385
Brazil,2001,1761.0,18.67,151523.0,Cassava,135418
Brazil,2001,1761.0,18.67,151523.0,Maize,34019
Brazil,2001,1761.0,18.67,151523.0,Potatoes,184997
Brazil,2001,1761.0,18.67,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,18.67,151523.0,Sorghum,18654
Brazil,2001,1761.0,18.67,151523.0,Soybeans,27105
Brazil,2001,1761.0,18.67,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,18.67,151523.0,Wheat,19488
Brazil,2001,1761.0,18.67,151523.0,Yams,90385
Brazil,2001,1761.0,18.67,151523.0,Cassava,135418
Brazil,2001,1761.0,18.67,151523.0,Maize,34019
Brazil,2001,1761.0,18.67,151523.0,Potatoes,184997
Brazil,2001,1761.0,18.67,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,18.67,151523.0,Sorghum,18654
Brazil,2001,1761.0,18.67,151523.0,Soybeans,27105
Brazil,2001,1761.0,18.67,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,18.67,151523.0,Wheat,19488
Brazil,2001,1761.0,18.67,151523.0,Yams,90385
Brazil,2001,1761.0,27.69,151523.0,Cassava,135418
Brazil,2001,1761.0,27.69,151523.0,Maize,34019
Brazil,2001,1761.0,27.69,151523.0,Potatoes,184997
Brazil,2001,1761.0,27.69,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,27.69,151523.0,Sorghum,18654
Brazil,2001,1761.0,27.69,151523.0,Soybeans,27105
Brazil,2001,1761.0,27.69,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,27.69,151523.0,Wheat,19488
Brazil,2001,1761.0,27.69,151523.0,Yams,90385
Brazil,2001,1761.0,20.96,151523.0,Cassava,135418
Brazil,2001,1761.0,20.96,151523.0,Maize,34019
Brazil,2001,1761.0,20.96,151523.0,Potatoes,184997
Brazil,2001,1761.0,20.96,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,20.96,151523.0,Sorghum,18654
Brazil,2001,1761.0,20.96,151523.0,Soybeans,27105
Brazil,2001,1761.0,20.96,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,20.96,151523.0,Wheat,19488
Brazil,2001,1761.0,20.96,151523.0,Yams,90385
Brazil,2001,1761.0,27.08,151523.0,Cassava,135418
Brazil,2001,1761.0,27.08,151523.0,Maize,34019
Brazil,2001,1761.0,27.08,151523.0,Potatoes,184997
Brazil,2001,1761.0,27.08,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,27.08,151523.0,Sorghum,18654
Brazil,2001,1761.0,27.08,151523.0,Soybeans,27105
Brazil,2001,1761.0,27.08,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,27.08,151523.0,Wheat,19488
Brazil,2001,1761.0,27.08,151523.0,Yams,90385
Brazil,2001,1761.0,19.73,151523.0,Cassava,135418
Brazil,2001,1761.0,19.73,151523.0,Maize,34019
Brazil,2001,1761.0,19.73,151523.0,Potatoes,184997
Brazil,2001,1761.0,19.73,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,19.73,151523.0,Sorghum,18654
Brazil,2001,1761.0,19.73,151523.0,Soybeans,27105
Brazil,2001,1761.0,19.73,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,19.73,151523.0,Wheat,19488
Brazil,2001,1761.0,19.73,151523.0,Yams,90385
Brazil,2001,1761.0,26.08,151523.0,Cassava,135418
Brazil,2001,1761.0,26.08,151523.0,Maize,34019
Brazil,2001,1761.0,26.08,151523.0,Potatoes,184997
Brazil,2001,1761.0,26.08,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,26.08,151523.0,Sorghum,18654
Brazil,2001,1761.0,26.08,151523.0,Soybeans,27105
Brazil,2001,1761.0,26.08,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,26.08,151523.0,Wheat,19488
Brazil,2001,1761.0,26.08,151523.0,Yams,90385
Brazil,2001,1761.0,24.99,151523.0,Cassava,135418
Brazil,2001,1761.0,24.99,151523.0,Maize,34019
Brazil,2001,1761.0,24.99,151523.0,Potatoes,184997
Brazil,2001,1761.0,24.99,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,24.99,151523.0,Sorghum,18654
Brazil,2001,1761.0,24.99,151523.0,Soybeans,27105
Brazil,2001,1761.0,24.99,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,24.99,151523.0,Wheat,19488
Brazil,2001,1761.0,24.99,151523.0,Yams,90385
Brazil,2001,1761.0,25.59,151523.0,Cassava,135418
Brazil,2001,1761.0,25.59,151523.0,Maize,34019
Brazil,2001,1761.0,25.59,151523.0,Potatoes,184997
Brazil,2001,1761.0,25.59,151523.0,"Rice, paddy",32405
Brazil,2001,1761.0,25.59,151523.0,Sorghum,18654
Brazil,2001,1761.0,25.59,151523.0,Soybeans,27105
Brazil,2001,1761.0,25.59,151523.0,Sweet potatoes,113496
Brazil,2001,1761.0,25.59,151523.0,Wheat,19488
Brazil,2001,1761.0,25.59,151523.0,Yams,90385
Brazil,2002,1761.0,22.5,145552.0,Cassava,137949
Brazil,2002,1761.0,22.5,145552.0,Maize,30559
Brazil,2002,1761.0,22.5,145552.0,Potatoes,194038
Brazil,2002,1761.0,22.5,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,22.5,145552.0,Sorghum,18573
Brazil,2002,1761.0,22.5,145552.0,Soybeans,25739
Brazil,2002,1761.0,22.5,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,22.5,145552.0,Wheat,14754
Brazil,2002,1761.0,22.5,145552.0,Yams,92000
Brazil,2002,1761.0,21.3,145552.0,Cassava,137949
Brazil,2002,1761.0,21.3,145552.0,Maize,30559
Brazil,2002,1761.0,21.3,145552.0,Potatoes,194038
Brazil,2002,1761.0,21.3,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,21.3,145552.0,Sorghum,18573
Brazil,2002,1761.0,21.3,145552.0,Soybeans,25739
Brazil,2002,1761.0,21.3,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,21.3,145552.0,Wheat,14754
Brazil,2002,1761.0,21.3,145552.0,Yams,92000
Brazil,2002,1761.0,19.09,145552.0,Cassava,137949
Brazil,2002,1761.0,19.09,145552.0,Maize,30559
Brazil,2002,1761.0,19.09,145552.0,Potatoes,194038
Brazil,2002,1761.0,19.09,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,19.09,145552.0,Sorghum,18573
Brazil,2002,1761.0,19.09,145552.0,Soybeans,25739
Brazil,2002,1761.0,19.09,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,19.09,145552.0,Wheat,14754
Brazil,2002,1761.0,19.09,145552.0,Yams,92000
Brazil,2002,1761.0,19.09,145552.0,Cassava,137949
Brazil,2002,1761.0,19.09,145552.0,Maize,30559
Brazil,2002,1761.0,19.09,145552.0,Potatoes,194038
Brazil,2002,1761.0,19.09,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,19.09,145552.0,Sorghum,18573
Brazil,2002,1761.0,19.09,145552.0,Soybeans,25739
Brazil,2002,1761.0,19.09,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,19.09,145552.0,Wheat,14754
Brazil,2002,1761.0,19.09,145552.0,Yams,92000
Brazil,2002,1761.0,27.85,145552.0,Cassava,137949
Brazil,2002,1761.0,27.85,145552.0,Maize,30559
Brazil,2002,1761.0,27.85,145552.0,Potatoes,194038
Brazil,2002,1761.0,27.85,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,27.85,145552.0,Sorghum,18573
Brazil,2002,1761.0,27.85,145552.0,Soybeans,25739
Brazil,2002,1761.0,27.85,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,27.85,145552.0,Wheat,14754
Brazil,2002,1761.0,27.85,145552.0,Yams,92000
Brazil,2002,1761.0,21.3,145552.0,Cassava,137949
Brazil,2002,1761.0,21.3,145552.0,Maize,30559
Brazil,2002,1761.0,21.3,145552.0,Potatoes,194038
Brazil,2002,1761.0,21.3,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,21.3,145552.0,Sorghum,18573
Brazil,2002,1761.0,21.3,145552.0,Soybeans,25739
Brazil,2002,1761.0,21.3,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,21.3,145552.0,Wheat,14754
Brazil,2002,1761.0,21.3,145552.0,Yams,92000
Brazil,2002,1761.0,27.27,145552.0,Cassava,137949
Brazil,2002,1761.0,27.27,145552.0,Maize,30559
Brazil,2002,1761.0,27.27,145552.0,Potatoes,194038
Brazil,2002,1761.0,27.27,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,27.27,145552.0,Sorghum,18573
Brazil,2002,1761.0,27.27,145552.0,Soybeans,25739
Brazil,2002,1761.0,27.27,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,27.27,145552.0,Wheat,14754
Brazil,2002,1761.0,27.27,145552.0,Yams,92000
Brazil,2002,1761.0,19.49,145552.0,Cassava,137949
Brazil,2002,1761.0,19.49,145552.0,Maize,30559
Brazil,2002,1761.0,19.49,145552.0,Potatoes,194038
Brazil,2002,1761.0,19.49,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,19.49,145552.0,Sorghum,18573
Brazil,2002,1761.0,19.49,145552.0,Soybeans,25739
Brazil,2002,1761.0,19.49,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,19.49,145552.0,Wheat,14754
Brazil,2002,1761.0,19.49,145552.0,Yams,92000
Brazil,2002,1761.0,26.01,145552.0,Cassava,137949
Brazil,2002,1761.0,26.01,145552.0,Maize,30559
Brazil,2002,1761.0,26.01,145552.0,Potatoes,194038
Brazil,2002,1761.0,26.01,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,26.01,145552.0,Sorghum,18573
Brazil,2002,1761.0,26.01,145552.0,Soybeans,25739
Brazil,2002,1761.0,26.01,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,26.01,145552.0,Wheat,14754
Brazil,2002,1761.0,26.01,145552.0,Yams,92000
Brazil,2002,1761.0,25.18,145552.0,Cassava,137949
Brazil,2002,1761.0,25.18,145552.0,Maize,30559
Brazil,2002,1761.0,25.18,145552.0,Potatoes,194038
Brazil,2002,1761.0,25.18,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,25.18,145552.0,Sorghum,18573
Brazil,2002,1761.0,25.18,145552.0,Soybeans,25739
Brazil,2002,1761.0,25.18,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,25.18,145552.0,Wheat,14754
Brazil,2002,1761.0,25.18,145552.0,Yams,92000
Brazil,2002,1761.0,25.56,145552.0,Cassava,137949
Brazil,2002,1761.0,25.56,145552.0,Maize,30559
Brazil,2002,1761.0,25.56,145552.0,Potatoes,194038
Brazil,2002,1761.0,25.56,145552.0,"Rice, paddy",33246
Brazil,2002,1761.0,25.56,145552.0,Sorghum,18573
Brazil,2002,1761.0,25.56,145552.0,Soybeans,25739
Brazil,2002,1761.0,25.56,145552.0,Sweet potatoes,113463
Brazil,2002,1761.0,25.56,145552.0,Wheat,14754
Brazil,2002,1761.0,25.56,145552.0,Yams,92000
Brazil,2004,1761.0,21.59,214725.0,Cassava,136343
Brazil,2004,1761.0,21.59,214725.0,Maize,33671
Brazil,2004,1761.0,21.59,214725.0,Potatoes,213525
Brazil,2004,1761.0,21.59,214725.0,"Rice, paddy",35565
Brazil,2004,1761.0,21.59,214725.0,Sorghum,23187
Brazil,2004,1761.0,21.59,214725.0,Soybeans,23005
Brazil,2004,1761.0,21.59,214725.0,Sweet potatoes,114957
Brazil,2004,1761.0,21.59,214725.0,Wheat,20728
Brazil,2004,1761.0,21.59,214725.0,Yams,92345
Brazil,2004,1761.0,20.05,214725.0,Cassava,136343
Brazil,2004,1761.0,20.05,214725.0,Maize,33671
Brazil,2004,1761.0,20.05,214725.0,Potatoes,213525
Brazil,2004,1761.0,20.05,214725.0,"Rice, paddy",35565
Brazil,2004,1761.0,20.05,214725.0,Sorghum,23187
Brazil,2004,1761.0,20.05,214725.0,Soybeans,23005
Brazil,2004,1761.0,20.05,214725.0,Sweet potatoes,114957
Brazil,2004,1761.0,20.05,214725.0,Wheat,20728
Brazil,2004,1761.0,20.05,214725.0,Yams,92345
Brazil,2004,1761.0,17.88,214725.0,Cassava,136343
Brazil,2004,1761.0,17.88,214725.0,Maize,33671
Brazil,2004,1761.0,17.88,214725.0,Potatoes,213525
Brazil,2004,1761.0,17.88,214725.0,"Rice, paddy",35565
Brazil,2004,1761.0,17.88,214725.0,Sorghum,23187
Brazil,2004,1761.0,17.88,214725.0,Soybeans,23005
